Normal,Gorder,RCM,Rabbit,Grappolo,Slashburn,Random,RCM Strict
1451,769,78,3,57,7003,5259,540
162,770,97,1,58,7004,8333,544
70,771,108,43,33,7005,3479,533
163,2,102,76,38,7006,228,472
164,5,4,222,182,7007,7146,4
69,17,55,244,208,7008,9266,33
61,18,118,246,281,7009,10,339
12,19,121,216,213,7010,6529,314
165,20,122,25,214,7011,8887,313
62,21,5,44,215,7021,4559,324
68,23,125,2,2,9,10184,19
24,25,130,1,217,14,226,237
47,26,136,218,87,36,4341,344
167,27,140,194,88,43,1079,412
1,28,145,254,306,52,4434,127
168,29,146,233,307,87,2797,186
22,30,16,4,308,88,1595,258
21,32,17,255,96,98,3482,18
67,33,71,223,97,154,283,22
1452,34,28,227,316,208,3357,47
1453,35,152,269,310,249,1497,52
1454,36,60,454,180,251,5263,52
1388,38,147,484,206,269,888,358
1455,39,117,287,213,270,2101,343
63,1394,9,302,442,294,5204,57
1456,3445,102,198,274,296,1840,18
64,110,589,4,271,333,2170,141
64,1,590,469,117,401,1153,108
736,1,582,6,203,403,433,198
1457,2,591,467,325,460,4072,107
579,5,592,456,326,461,2424,18
1458,20,3,466,129,502,3667,197
1459,1363,593,470,327,503,4290,106
1460,1366,96,478,158,562,3440,577
1461,1367,8,472,1679,564,4966,5
65,1368,182,479,72,565,3106,301
66,1369,186,370,3,566,2072,369
67,1370,192,455,162,632,753,271
68,1,116,5,163,968,2722,476
61,21,37,373,164,969,1772,12
69,22,89,442,42,1284,1553,128
60,23,124,195,6,1533,2298,421
70,24,39,468,120,1541,394,8
71,25,130,201,43,1542,3911,481
72,36,199,371,8,1560,2394,315
59,516,41,372,44,1561,2433,4
73,521,97,3,189,1567,749,390
74,753,206,242,9,1569,2921,259
58,6454,20,250,10,1571,522,50
1462,455,79,244,166,1573,4161,49
1463,2677,86,243,321,1574,458,14
1464,2678,88,245,315,1576,2018,391
75,2679,208,229,37,1577,1994,504
76,2680,80,240,38,1578,3162,423
77,2681,10,267,175,1602,3971,32
57,2,2,1,180,1609,486,18
1465,3,2,2,114,1616,2681,7
1466,1,3,3,5179,1617,1202,1
78,772,33,24,1677,1618,3262,6
79,9342,35,36,1,1619,8775,2
80,4,340,15,2,1620,7138,207
81,2,134,222,6,1621,5936,344
1467,1,172,37,7,1622,859,353
1468,4,178,5,131,1623,4624,351
581,11,192,51,110,1624,2844,298
175,7,26,4,9,1625,6366,48
1469,6,8,236,10,4881,9604,16
1470,5,74,81,11,5594,8285,3
1471,3,342,144,323,7941,8070,4
1472,2,16,1005,37,9189,9632,436
1473,1,346,2966,3936,9873,9505,420
1474,3,12,224,174,9874,7605,25
1475,5,4,266,179,9876,5229,25
1476,10,1,1046,113,9877,593,6
1477,117,204,160,196,9878,9586,510
1478,9,375,5572,1676,9879,4089,173
45,8,79,1645,69,9880,3198,362
41,7,379,13,1,9881,8477,124
85,6,381,12,312,9882,6476,125
1479,5,29,69,131,2,2240,17
1480,4,31,1779,2,8,151,13
1481,3,89,794,132,14,7273,385
1482,2,384,786,133,22,129,74
1483,1,170,763,3,24,363,346
1484,1,176,84,5,36,863,344
31,14,185,799,7,37,6630,388
89,16,190,3065,134,54,846,291
91,22,387,793,8,62,9364,78
18,28,390,220,9,76,5922,77
93,29,393,184,277,109,3002,48
584,31,395,20,10,140,2501,50
585,439,398,214,135,174,6511,51
586,443,28,251,136,183,3188,55
587,444,6,212,137,191,4774,44
1485,445,71,249,138,241,269,9
588,446,72,238,139,264,6765,572
589,447,88,258,324,270,8566,3
1486,448,18,248,318,280,674,35
1487,449,13,252,173,301,8631,31
1129,450,78,260,112,308,7781,368
1488,451,401,254,1675,329,625,308
1489,769,404,21,68,389,9708,334
1490,772,407,15,1,408,3309,309
1491,889,410,261,114,409,1235,310
1492,1988,30,152,117,441,2269,7
1493,1990,190,256,119,445,5458,316
1494,1991,32,237,121,568,3588,3
1495,1992,169,213,4,575,1619,352
1496,5,175,155,185,634,2569,350
1497,4,184,224,5,642,5894,394
1498,9187,416,250,7,723,4735,58
594,459,55,17,8,724,8252,31
597,9161,29,153,276,781,1947,49
598,11,70,154,139,786,6774,50
29,5,71,215,6767,1337,5090,15
1499,4,87,977,325,1526,6322,578
1500,1,19,24,319,1527,7262,3
1501,1,50,32,2,1528,3819,379
1502,6,48,3163,111,1877,4312,375
1503,2,46,26,1,1992,180,371
1504,9185,10,25,3,1993,3883,23
1505,7,91,27,4,2453,2323,16
1506,6,97,145,5,2524,7549,18
1507,3,106,53,6,2525,6313,26
1508,2,1721,2,7,2771,9253,516
1509,3419,97,56,275,2772,8556,365
1510,8,52,11,114,2773,2347,140
1035,7,2,47,2,2774,825,4
1511,4,4,102,3,2775,299,8
1512,3,60,46,4,2776,7445,402
1170,2,10,74,292,2804,3402,5
1171,1,67,232,2328,2805,8559,258
1513,4,77,3202,16,2806,2535,80
1450,5,57,225,327,2807,6533,38
1514,420,139,4,108,2992,2681,359
1515,843,145,53,64,4847,2852,357
1516,844,154,16,3,5814,4745,401
1517,846,159,10,4,7284,5789,304
1518,847,59,6,272,7287,4323,42
1519,848,40,1,5,8740,8602,57
1520,849,57,5,329,9862,2437,585
1521,850,49,223,323,9863,9427,10
1522,851,45,3,168,9867,5793,34
1523,852,56,2,1,9868,68,394
1524,853,275,60,75,9869,5513,323
1525,854,278,39,15,9870,3876,139
1526,855,137,198,2,9871,2674,355
1527,856,143,61,3,4,2403,353
1528,857,152,29,271,41,1362,397
1529,858,157,33,4,49,4436,300
1530,859,282,75,13,72,418,176
1531,883,284,172,11,95,35,74
167,884,61,28,330,96,3104,46
1125,885,19,174,32,106,4023,86
578,886,27,173,33,117,2916,31
1458,887,33,260,34,145,6342,91
580,888,460,96,36,274,1895,47
90,889,11,111,27,332,4560,1
92,926,9,168,28,406,4808,114
584,927,99,226,29,570,1554,389
585,1406,6,45,105,677,5446,2
586,4397,15,244,1,685,2660,42
1490,4399,188,197,269,690,2605,349
1491,4400,9,48,104,692,4000,44
1494,4401,194,171,268,698,1632,347
596,4402,5,56,267,701,557,97
597,4403,208,49,103,705,621,294
1506,4404,11,223,498,774,4080,80
1507,4405,16,222,8897,2933,5971,51
1034,4406,18,221,437,2934,86,20
1510,4407,22,224,2466,2935,754,30
1511,4408,24,1,2472,2936,693,83
1169,4409,34,35,2679,2937,915,53
4353,4410,36,46,2000,2938,4241,24
4354,28,51,21,360,2939,1637,21
2710,16,53,1,128,2940,7916,15
1170,15,63,31,503,3398,4151,33
1,10,65,27,24,3403,1077,43
1,9,67,15,737,5623,5931,39
2,6,69,237,7091,5624,1202,1
3,5,73,22,2276,5625,6279,37
4,4,75,6,297,6184,560,11
1,3,77,36,298,6185,4294,31
3,2,78,11,35,6966,772,19
4,1,79,251,122,7982,1909,35
1,745,80,145,133,9079,2448,36
4,846,81,69,2253,9083,8001,27
5,847,82,239,135,9828,7763,10
6,1356,83,230,39,9829,2048,18
7,1358,84,9,3693,9830,124,17
1,1,85,11,8901,9831,6958,14
3,846,86,10,8920,9832,3255,29
4,847,87,12,8908,9833,4815,25
2,4678,88,38,137,9834,825,9
6,4679,89,4,7092,9835,4791,16
4,2,90,7,139,9841,365,32
3,1,91,3,8922,9843,3084,8
1345,845,92,2,412,9844,719,7
1346,846,93,1,413,9845,7888,6
1561,847,94,227,144,9846,1312,5
1,4677,95,231,145,9847,1762,4
2773,4678,96,273,2479,9848,3092,3
1,4679,97,226,146,9849,430,2
1,3,98,458,147,9850,3668,99
2576,1,99,2,148,9851,1669,40
1548,2,100,488,149,9852,707,64
2360,3,101,382,150,9853,3650,52
1973,6,102,291,151,9854,3696,22
1549,732,10,306,153,9855,6799,44
1550,734,103,442,6,9856,14,57
1335,739,2,202,216,9857,3435,27
2577,20,5,8,217,9858,575,30
414,1,12,473,287,9859,2748,17
1336,2,948,10,2,9860,1162,1414
2578,3,941,471,5,3,5667,1088
1337,4,3002,460,7,16,829,1070
2361,6,950,470,8,20,5262,1232
263,733,3009,474,4,35,2695,1396
2362,835,895,482,110,68,1845,3302
2579,1412,3014,201,41,77,3772,1068
2580,9524,3018,483,63,133,4701,1067
1553,732,894,374,64,157,3667,3301
1685,9306,557,459,42,192,2348,1216
1,133,3023,9,65,233,4317,710
1,3,3029,377,66,239,3367,711
1,729,892,225,67,273,1463,3871
2,731,2293,446,44,285,42,2798
97,9319,854,199,16,299,703,504
3,9320,857,472,15,300,1201,503
4,9321,1772,205,1,305,2316,777
5,3,1,274,2,414,2012,240
6,6,1773,375,1,435,3989,1017
7,443,39,376,330,514,838,307
8,498,41,7,2,596,846,183
9,730,1774,246,3,636,1326,890
10,135,1775,254,4,1011,2117,893
11,1,1776,248,5,1013,5756,308
12,1,1777,249,6,1015,3613,307
13,2,1778,275,7,1016,377,306
14,3,1779,233,8,1017,3589,305
15,4,1780,244,9,1018,1567,304
1,5,1,1,2,1020,1847,127
98,1943,2,271,3,1515,2376,124
2,1944,13,267,53,1557,1156,19
3,1945,15,269,54,1558,3711,173
4,1946,23,32,55,1902,3765,149
5,1970,29,28,492,2884,6839,170
6,1971,83,14,6347,2996,1985,202
7,9146,44,4,3726,2997,3074,501
8,9147,48,46,56,3542,1780,353
9,138,55,1,58,3544,1742,35
10,5,1,261,1993,3545,605,387
11,4,59,155,1994,3546,4962,455
12,2,9,16,1995,3547,4084,390
13,2,63,19,353,3548,2638,48
14,4,81,20,1996,3549,741,532
15,5,70,48,354,4265,1689,528
99,7,17,6,1925,4268,2277,490
1,4836,80,17,387,4847,2879,398
2,4837,91,42,332,4849,4854,417
3,3,65,5,1998,4850,1332,414
4,1,67,257,719,4851,2469,334
5,1358,92,151,720,4852,1888,522
6,5710,96,75,721,4854,8561,492
7,10336,98,175,7324,4855,4696,509
8,8,100,29,722,4856,5197,519
9,7,104,245,5,4947,8323,534
10,6,84,30,723,5360,2010,505
11,3,109,215,670,5361,1804,518
13,2,110,224,3540,5362,2608,389
15,1,111,15,59,5810,436,271
16,6,121,23,499,5812,3879,458
17,721,125,17,2015,5813,7518,343
18,726,128,16,7335,7302,3815,418
19,30,131,18,724,7676,5375,466
20,1,133,2,725,8725,5351,444
21,3,135,216,6,8726,1165,489
22,737,137,47,7,8727,3522,491
23,1363,139,185,8,9825,6760,465
24,9152,142,93,9,9826,5226,442
25,9154,14,7,10,8,6702,454
26,9155,22,275,11,12,4761,422
27,1361,32,215,12,14,2385,503
28,9506,38,63,13,17,3632,498
29,9507,43,18,14,22,604,441
30,9141,47,33,15,26,3707,449
31,9142,49,169,60,29,3078,446
1,9143,54,71,61,42,343,488
2,9144,57,265,62,50,3667,440
3,49,66,200,16,60,344,16
4,94,65,263,17,64,1930,378
5,137,69,198,18,75,2575,447
7,6079,79,187,63,77,3921,450
8,6083,88,197,64,87,2170,430
9,6084,89,201,19,95,5787,456
10,37,95,209,671,105,4937,438
11,36,106,203,20,114,3469,530
12,35,115,72,2209,121,6864,502
16,34,122,66,7338,131,465,362
88,13,155,210,7339,139,1609,373
23,8,159,101,502,162,575,370
24,4,161,186,2005,165,744,268
26,1,164,264,727,178,1225,354
89,55,166,104,728,179,275,321
90,425,171,48,729,186,1629,46
2,431,63,173,730,192,3050,196
3,471,178,74,731,210,3795,407
4,472,183,199,732,230,1891,325
5,486,187,68,733,248,5408,286
6,1351,189,1,734,269,1080,303
8,8182,193,102,735,409,897,457
9,8184,144,103,736,410,3930,69
10,1350,199,266,22,414,2246,165
11,5910,201,267,69,700,1104,172
17,5912,205,27,71,4771,4418,150
90,148,209,19,72,4772,975,328
91,9141,216,25,73,4773,2664,411
19,3,222,26,2235,4774,1039,433
92,15,220,24,7340,4775,521,427
93,40,37,2,24,4776,3469,432
94,45,51,40,357,4777,497,276
95,46,226,29,359,4778,4659,331
96,47,228,274,505,4779,4939,364
1,48,232,5,506,4780,4601,367
2,49,236,2,507,4781,5468,231
3,50,239,18,508,4782,3410,244
5,9192,242,174,390,4783,3689,413
6,9193,245,6,509,4785,1936,91
8,9194,247,4,510,4786,6803,92
9,1,248,1,74,4787,1050,416
96,1,249,30,75,4788,10236,209
12,8,163,4853,2629,4791,2984,166
97,13,250,2954,76,4793,3029,120
98,1394,251,5228,77,4794,3755,337
99,5,230,1187,3388,4796,9354,190
100,2,252,3760,78,4801,2232,233
101,12,68,484,394,8930,9421,57
102,37,253,3752,80,9378,9634,136
13,38,255,1511,82,9379,1309,264
15,39,256,3729,396,9380,9142,236
16,40,257,3309,7341,9381,8313,47
17,41,259,3408,738,9499,8203,151
103,43,262,1661,85,9506,1864,375
26,44,264,3050,516,9816,10368,226
104,45,265,99,521,9823,10351,212
11,7,294,85,522,5,6697,292
1,3,102,3759,86,6,141,360
2,2,108,1646,397,8,7253,270
3,1,237,1616,398,19,2012,218
4,2,169,4970,399,22,3158,62
5,77,24,4959,7348,29,2094,93
6,6076,298,957,2247,34,9375,94
7,4,300,4968,400,39,4355,176
8,5,301,3460,87,44,9352,175
9,3153,302,4948,401,53,371,95
98,7572,303,2194,402,60,571,111
13,7575,305,5160,403,70,1403,159
104,7576,307,5110,88,77,3940,188
15,4,309,4971,601,97,5812,242
16,4574,311,1798,404,98,9498,199
88,6681,312,3338,405,106,5188,221
105,6692,315,115,6479,125,3826,96
106,6693,318,3746,6480,132,592,155
107,6694,320,3462,89,140,10262,152
108,155,325,4967,57,143,9069,70
109,58,12,4918,90,144,9707,74
89,55,11,356,406,152,7681,67
110,49,329,334,407,163,8439,66
17,48,330,415,91,180,9992,32
111,47,333,418,92,181,6789,9
112,46,336,547,93,192,216,97
113,45,338,414,94,212,240,13
114,44,341,328,96,215,496,18
115,43,343,338,97,233,595,20
90,38,347,409,99,250,2223,98
116,25,349,429,100,273,8678,27
117,24,352,566,2870,276,9368,28
91,23,354,376,101,302,2607,29
118,21,357,336,102,306,2973,64
119,20,359,855,103,333,10415,60
19,18,360,331,104,345,7087,45
20,17,363,406,105,372,7818,529
21,16,364,330,106,374,3009,533
22,9,365,357,1911,411,8006,516
23,7,366,469,1922,468,3745,459
24,6,163,532,160,470,1999,509
86,5,11,485,6015,514,9026,92
87,4,307,339,3394,575,6163,223
120,3,31,776,3682,576,3466,101
121,2,45,470,1662,577,2691,32
122,1,75,5070,1663,641,6376,128
123,8,43,335,1664,1031,6696,63
1,33,29,3289,1665,1032,6292,58
2,34,148,3717,55,1033,3382,159
3,35,152,3630,1666,1034,2167,126
4,38,156,116,1855,1036,6938,123
5,74,150,197,167,1049,5193,153
6,414,172,5104,7003,1050,231,300
8,415,175,5108,170,1051,3073,354
10,418,184,5069,25,1060,1249,115
97,419,185,5073,27,1067,9467,264
99,422,221,5093,174,1068,3491,314
11,477,222,5105,175,1069,331,315
123,482,227,5101,176,2725,5397,331
33,709,229,5106,254,4119,8487,302
124,1341,231,5071,62,4120,4126,248
12,1344,232,3647,64,4121,5701,291
125,1345,585,563,189,5382,3501,161
13,1350,589,482,190,6881,8860,901
126,1388,592,355,69,8136,7362,488
127,1389,235,18,70,7,9843,269
128,1390,10,23,269,17,3643,39
129,1391,71,27,72,28,3635,22
103,1392,67,25,73,32,6063,525
130,7,291,3256,6147,35,2373,103
131,6,79,3602,115,43,8343,100
28,2,21,223,176,51,4279,106
132,8,17,651,35,65,8948,38
14,5,301,178,6148,68,9854,42
133,4,63,1629,1593,74,4966,35
134,3,286,112,21,91,10044,31
135,2,1,1112,1,97,830,3
136,1,4,164,1,104,8791,1
137,6678,3768,113,2,113,7971,2514
15,9,3764,144,3,130,5169,2717
87,5,3760,194,4,132,6850,2573
104,35,3772,179,1,141,3590,2513
105,10,3764,130,3,143,3998,2572
106,9,2477,19,4,152,3962,1540
107,8,4,20,1,213,1374,203
138,7,660,3619,4,269,8075,2209
108,5,11,417,5,274,2097,648
88,1,3777,5209,6,296,6544,2385
109,35,3782,1705,7,300,4395,1948
16,36,4,41,1,302,5059,144
17,1385,664,44,3,335,9249,2006
139,10,7,54,4,372,2938,445
110,8,668,3,2,411,105,2150
111,7,3841,87,6,413,3909,685
140,6,3769,3285,4,634,7057,2444
112,5,2472,5107,3,635,2508,1668
113,4,6,8,35,673,6786,5
114,3,5,185,37,681,3057,61
89,1,4,118,38,696,2171,56
116,1,3,114,40,697,6554,104
90,9148,642,296,110,698,3508,141
117,12,599,35,14,1039,3938,232
118,9,1815,302,42,1067,4886,1493
18,8,542,311,43,1086,8847,2290
141,6,671,252,121,1087,4680,1561
19,5,675,3286,1,2725,8081,743
20,4,647,2310,88,2727,1555,186
142,6674,1287,101,2768,2728,5256,106
21,6675,2471,21,272,2729,3952,1246
22,6678,1754,97,1,2730,6423,1818
23,6679,3203,96,1,2820,7199,1077
24,6680,620,100,23,2821,1773,43
143,6681,18,43,40,2822,4310,34
144,65,3204,88,101,2823,6707,1076
145,53,14,98,39,2824,9861,1078
85,52,1249,89,103,2825,3272,44
25,51,1255,3030,249,2826,3507,2508
146,50,11,3029,179,2881,7986,2541
147,17,8,42,104,3755,1,6
26,16,623,33,107,6555,3442,22
148,13,1226,26,30,8778,4608,36
149,12,946,300,38,8779,8349,2468
150,11,624,301,1595,8780,8815,1394
151,10,1228,11,31,8781,4653,41
152,9,625,5,37,8782,325,2420
153,8,1234,13,33,9303,3695,7
154,7,686,15,250,9812,8469,2557
155,6,1266,16,98,9813,8691,96
156,5,10,7,251,29,251,2495
157,4,1239,2,35,66,6974,152
158,3,16,4,33,79,1475,2461
159,2,3142,2168,2715,80,565,46
160,1,3205,9,137,91,20,2181
1,2,388,12,2,100,8225,491
2,26,1457,14,1,110,8195,1425
3,27,3176,10,108,171,1206,1036
4,29,1,6,1,174,3956,7
5,31,2,1,2,200,5895,76
6,9129,31,29,3,203,1771,36
7,9131,30,414,4,226,450,44
93,9132,103,5384,5,243,5999,1566
9,18,29,4267,6,288,1446,141
94,17,124,18,7,325,22,157
95,25,28,3835,8,365,2181,123
96,38,27,1,9,400,3331,44
97,66,26,4603,10,455,860,67
99,1383,25,4620,11,496,1443,145
10,1387,24,3,12,497,3430,31
160,1388,23,2,13,498,1447,48
83,1389,22,1,14,500,5587,69
135,1390,21,23,15,558,492,150
161,3,1,443,1,560,1321,69
18,4,32,5413,2,623,7770,29
100,3,31,13,3,626,6759,37
19,1,102,3851,4,1269,717,1559
21,4,30,3837,5,1273,2937,134
162,5,125,7,6,1274,9493,150
163,6,29,184,7,1276,7874,116
164,7,28,1954,8,1279,136,51
165,8,27,6,9,1531,9042,60
166,9,26,3949,10,1533,4441,138
84,10,25,3930,11,1536,220,38
85,11,24,11,12,1547,1749,41
1,12,23,3864,13,1549,410,62
3,5,22,28,14,1574,5102,143
4,2,120,19,15,1576,7980,922
5,1,33,13,1,1596,479,40
6,6,32,4649,2,1623,3214,32
1,5,101,16,3,1633,4724,1490
2,3,31,14,4,1634,9793,65
4,2,126,22,5,3164,8646,81
5,1,30,21,6,3165,3995,47
7,2,29,2,7,3166,9508,120
9,3,28,3,8,3167,2096,9
10,4,27,1,9,3184,2056,69
11,5,26,3408,10,3185,2038,107
13,9150,25,2,11,3893,797,28
15,217,23,5002,13,5584,5000,74
16,7,131,9,15,6223,3220,1497
18,4,125,7,16,7327,1898,64
19,3,134,3806,17,7623,1040,1564
20,2,139,3487,18,7940,1541,1470
140,1,420,432,19,8682,428,80
82,32,144,3421,20,9805,1731,1562
83,35,21,415,21,9806,3781,25
165,36,147,4189,22,9807,410,1506
166,54,151,14,23,9808,7362,1554
167,55,156,1,24,9809,692,1466
2,58,159,3363,25,9810,5375,1465
3,59,163,3,27,109,7027,1345
4,60,191,6,29,622,1839,1413
6,61,195,715,31,7701,7493,1349
93,67,198,3149,32,7702,17,1330
120,70,202,3135,34,7703,3671,1240
8,71,205,709,36,8179,10227,726
9,76,1,1252,1,8958,870,8
99,78,134,696,2,9672,9776,1530
10,79,2,136,3,9694,6785,105
132,82,93,104,4,9702,3364,121
11,87,3,298,5,9703,7374,87
83,88,5,167,7,9704,4051,31
100,988,6,296,8,9709,5637,109
101,1169,7,165,9,9715,1132,67
102,6065,8,154,10,9721,7628,12
103,6066,9,164,11,9726,1537,33
104,6067,10,168,12,9731,9494,114
84,8,167,176,16,9735,8644,1604
105,9,881,170,45,9739,238,1096
13,10,189,99,23,9743,4172,1506
106,11,192,177,24,9747,2098,1505
107,12,224,68,28,9750,3132,1453
108,13,410,172,46,9753,6321,1416
109,7,884,175,47,9756,3078,1412
110,11,1,153,2,9759,4451,97
167,8828,94,71,3,9762,3432,113
85,8829,2,140,4,9764,6757,79
111,8777,3,83,5,9766,1602,88
112,8778,4,166,6,9768,5598,23
86,8779,6,101,8,9770,9115,75
87,424,7,106,9,9772,2071,4
113,9124,8,69,10,9774,2810,25
114,9123,9,70,11,9776,7637,106
14,1,388,299,17,9777,5953,112
15,5,286,178,47,9778,7365,1574
16,4,325,56,48,9779,10451,1564
17,3,11,53,19,9780,6108,57
19,2,365,300,49,9781,4811,1547
139,1,377,893,50,9782,7185,1579
81,1,888,60,51,9783,8125,1527
82,2,891,30,52,9784,5917,415
168,3,893,63,53,9785,5757,416
115,1,132,52,1,9786,4682,1425
169,2,227,3247,2,9787,5175,1409
170,1,131,58,3,9788,1043,1443
1,3,129,59,5,9789,4746,1499
2,4,128,57,6,9790,3186,1421
3,5,126,1,8,9791,6929,1518
1,3,125,61,9,9792,8412,1497
2,2,332,62,53,9793,3396,280
4,1,30,31,12,9794,7176,7
6,5,338,103,54,9795,4437,124
7,4,340,82,55,9796,10116,260
78,1,119,28,56,9797,9419,71
13,9115,346,2916,57,9798,3369,146
16,9116,122,2777,58,9799,5241,38
137,77,356,211,59,9800,7091,88
79,42,226,2550,13,9801,7110,1426
80,9130,38,2528,15,9802,7868,20
1,1,521,2609,16,9803,9421,1410
3,30,43,2612,17,5,6218,72
5,36,390,2608,60,6,811,174
6,5673,97,2522,29,16,75,160
7,5674,396,2532,61,28,24,252
130,5675,18,2603,11,46,1652,637
8,5677,95,2623,1,68,8107,16
9,5678,1,2570,2,84,2036,18
10,5679,2,2530,3,91,2402,185
82,5680,3,3049,4,101,9844,74
11,2,4,2551,5,117,7435,4
12,5,5,2663,6,132,3174,172
13,9146,6,2533,7,156,5592,93
14,1,7,2529,8,168,6125,72
15,2,8,364,9,175,501,9
16,4,251,245,55,183,752,1496
78,5,165,2549,13,244,6791,1499
143,8988,266,203,61,262,5708,1492
2,3,389,210,15,272,8650,15
89,2,175,3897,16,292,8681,1497
3,1,285,185,45,321,9740,1477
167,10330,292,182,62,350,401,1469
116,3,295,189,63,400,274,1473
4,1,300,1,64,401,5652,1476
121,6031,304,3,65,447,754,1488
95,6032,317,1656,66,499,7255,1480
6,6033,324,2,46,560,2335,1467
128,4,328,139,67,567,1872,1481
7,3,10,3312,17,634,5558,40
79,5,337,83,68,665,2638,1470
96,4,339,61,69,715,450,1486
97,3,346,87,70,717,811,1479
98,2,354,90,71,720,957,1471
99,1,359,91,72,721,3311,1472
100,2,364,90,47,773,541,1450
80,1,898,86,73,1048,6118,1452
101,59,372,91,74,1254,347,1483
8,3,376,94,48,1258,2898,1482
9,2,381,84,75,1282,5690,1484
131,1,383,136,76,1291,3335,1474
102,2,182,88,19,1518,506,1489
103,3,187,137,20,1519,2079,1401
104,4,190,86,21,1520,960,1400
105,5,194,92,23,1723,5520,1280
106,6,222,115,25,2763,566,1348
163,9,226,89,27,2764,3127,1284
81,10,408,93,43,2765,879,1311
107,14,882,85,44,2766,2652,1307
108,15,903,88,77,2767,2952,1067
82,16,906,62,78,2796,581,320
83,18,910,114,79,2797,303,321
109,68,913,87,80,2798,174,322
110,6025,96,59,1,2799,4128,34
10,6030,97,138,2,2936,3324,201
168,6033,98,150,3,3356,4287,90
11,1,99,1648,4,3529,6322,12
12,2,100,143,5,4178,5129,188
13,3,101,192,6,4837,5767,109
14,4,103,66,8,4839,789,7
15,5,257,63,10,5186,286,1416
135,6,346,62,54,9506,2168,1480
77,7,349,262,56,24,2028,1371
78,8,1,3127,11,29,3722,17
164,9,351,67,1815,31,2391,4
139,10,353,55,80,34,2613,853
111,11,260,65,12,39,3914,1483
1,12,7,9879,2103,65,5175,21
142,15,265,247,13,66,3824,1389
165,23,356,120,232,93,6389,1450
166,24,215,52,2105,109,460,1462
169,25,360,5466,81,128,3741,851
85,26,309,5444,82,138,4499,180
86,27,361,5525,60,148,6052,1476
87,28,363,5528,83,160,2849,568
88,29,305,5524,84,163,4180,146
89,30,355,5438,1558,226,3444,78
90,31,301,5448,85,300,3345,143
1,32,294,5519,14,307,1717,1
963,33,17,5539,86,331,4738,149
3,34,347,5486,1524,332,1333,5
4,35,273,5446,87,368,967,135
126,36,369,5965,88,409,6475,1484
964,37,372,5467,89,564,4066,1075
9,38,270,5577,15,1030,5471,1481
91,39,380,5579,44,1032,195,1461
14,40,387,5642,61,1034,1941,1453
92,41,390,5595,62,1035,5086,1457
76,42,395,40,63,1049,2436,1460
965,43,399,5445,64,1053,2756,1472
966,44,405,5562,90,1059,6060,1426
44,45,412,1393,65,1080,558,1464
1,46,419,1480,45,1081,1773,1451
92,47,423,60,66,1288,5755,1465
3,48,105,300,16,2380,3561,56
76,49,273,6,17,4700,4171,1425
97,50,429,2,91,4752,867,1034
77,51,432,41,67,4753,2691,1454
128,53,434,37,68,4754,5527,1470
103,54,440,17,92,6876,449,1445
969,62,441,9,69,6877,1457,1463
7,63,449,4,70,6881,4547,1455
984,64,454,39,71,6882,186,1456
39,65,459,5465,46,8317,3422,1434
985,68,467,1508,73,9608,4403,1467
165,7982,471,8729,47,9609,4135,1466
986,7984,476,1759,74,9610,1417,1468
90,7985,478,1753,75,9611,1292,1458
13,7986,277,5311,18,9621,6070,1473
91,7987,479,1,93,9639,3585,1088
134,7988,282,3095,19,9657,4812,1385
987,7989,285,5359,20,9659,2918,1384
988,2,205,64,94,9660,786,160
135,3,289,3,22,9661,1432,1264
989,22,317,4118,24,9662,2461,1332
137,23,321,22,26,9663,758,1268
990,24,324,59,27,9664,2311,1249
991,25,488,62,95,9665,892,1447
992,26,495,191,96,9666,7897,845
993,27,500,58,98,9667,7921,903
994,28,503,1299,42,9668,260,1295
995,29,328,28,29,9669,7185,1159
996,32,506,18,100,13,7086,897
997,35,513,53,102,16,5458,644
998,36,331,73,31,23,997,645
999,37,518,210,103,28,1687,1256
1000,40,174,20,1522,33,5074,341
1001,41,519,20,105,38,4708,844
1002,42,523,499,106,47,2734,307
1003,43,525,25,107,54,594,536
1,44,527,50,108,58,137,537
1848,45,531,26,109,64,4672,843
149,46,534,1,110,71,325,842
1849,47,536,111,112,91,1730,308
91,48,542,113,113,92,3936,309
2,49,547,176,115,100,5682,548
124,50,550,129,117,119,1345,310
962,63,555,17,118,126,1518,311
3,598,1,1132,1,134,4215,167
75,1,2,114,2,137,4990,56
965,1,3,5426,3,146,1305,22
92,2,4,21,4,157,985,154
93,3,5,96,5,159,2319,75
94,4,6,84,6,174,1650,54
95,5,7,80,7,175,8679,27
126,6,463,6,50,186,7943,1163
96,7,161,4,9,206,7844,1450
76,13,469,75,51,209,6216,1319
97,62,471,95,52,227,239,1183
4,5998,250,232,53,244,929,1514
127,5999,477,42,54,267,5832,1297
99,6000,487,2,56,296,5466,1355
100,6001,95,521,10,300,1976,17
101,1,921,3,119,327,1352,1353
102,60,878,72,40,339,621,1009
77,61,273,4,87,366,5430,1518
103,62,924,23,120,368,433,1186
104,69,186,133,18,405,972,1419
78,4,521,135,57,462,4694,1269
968,2,189,198,19,464,6440,1418
105,1,221,151,23,504,587,1366
106,1,929,1110,121,508,4973,873
6,2,932,136,122,509,5748,1188
7,4228,934,1,123,569,1743,940
8,4229,937,118,124,570,1561,1174
9,3,940,21,125,635,1077,599
10,2,407,40,41,1025,1223,1329
11,39,881,3,42,1026,3203,1325
131,54,1,132,1,1027,10208,111
