Normal,Gorder,RCM,Rabbit,Grappolo,Slashburn,Random,RCM strict
216,205,697,1213,79,678,981,573
1,878,481,1434,78,813,2044,55
2,232,356,854,2,814,1347,50
215,231,8,855,5,846,60,20
1,230,499,168,6,890,893,107
214,229,493,150,477,905,401,96
213,228,312,391,356,906,1135,125
122,227,214,640,278,910,2290,1124
121,224,154,257,559,920,1552,57
1,222,332,92,310,955,2110,1128
105,221,234,147,371,1018,183,1022
106,219,483,114,373,1019,761,139
1,165,440,53,1307,1020,1361,140
226,153,432,68,1279,1041,1757,137
247,142,518,995,1348,1164,2234,39
246,141,511,493,465,1411,687,33
1,140,362,9,239,1501,268,25
2,24,304,6,85,1600,511,71
3,194,344,434,86,1714,64,42
280,481,342,447,87,1764,1174,78
150,482,338,92,35,1821,228,77
613,483,334,1914,88,1822,1282,13
358,484,328,1900,320,1924,1167,19
253,239,389,1846,263,7,930,636
252,27,397,1923,53,9,881,1026
284,131,431,267,645,10,138,525
588,133,525,256,129,14,658,1130
369,134,505,4,107,20,573,185
496,1377,558,9,109,24,284,419
524,238,85,1,186,26,77,418
205,30,401,227,1579,54,76,26
206,2,405,188,192,55,589,299
207,1,285,528,193,67,78,678
208,1,255,411,1516,75,330,928
210,2,116,56,971,81,118,355
143,269,180,1390,57,85,688,564
276,268,762,1386,304,95,79,1135
136,267,367,1383,8,120,188,101
135,266,4,1381,1006,128,246,117
3,265,10,11,338,129,1212,106
1,256,823,1631,337,136,542,1041
2,255,824,856,289,141,367,1030
3,254,717,857,291,176,920,1134
206,253,50,170,13,187,87,142
205,252,349,152,17,199,579,67
204,250,835,393,65,200,155,1138
4,249,17,642,216,202,1310,123
5,241,20,259,1323,216,572,149
162,196,63,94,28,228,1130,150
6,195,71,149,30,232,797,147
161,182,73,55,964,268,381,163
198,179,109,70,265,289,777,59
7,154,195,997,46,290,1254,132
197,153,197,495,1066,296,293,122
196,152,130,1156,408,337,901,99
8,151,8,1277,977,359,1308,139
9,86,28,1273,48,364,1153,1140
100,85,973,1145,208,399,1634,294
189,84,969,37,59,405,227,729
10,83,417,1,60,418,1168,904
182,32,981,22,61,434,1230,217
181,31,519,1568,63,449,1042,1002
179,24,7,1081,31,450,1432,282
1,4,116,1196,1205,451,1094,187
2,116,758,1076,1236,466,73,325
207,117,689,1086,333,472,1501,1099
206,118,375,1107,201,479,1221,1105
116,119,267,133,206,487,337,1021
117,120,101,136,1347,537,461,917
199,121,107,143,3,565,543,71
198,122,128,141,4,572,161,87
197,123,491,126,475,602,210,76
101,124,485,132,354,629,194,105
190,125,304,142,276,631,465,1104
9,135,222,125,557,635,117,37
183,146,146,135,254,639,825,1108
182,162,340,1136,308,644,127,1056
173,170,234,1137,369,645,1418,1002
1,171,242,1134,371,686,302,119
208,172,475,1189,1330,692,1116,120
207,173,432,1148,463,700,1343,116
9,174,504,13,1407,751,1780,45
200,175,354,1346,67,757,899,102
199,176,300,1354,237,762,520,92
198,182,298,1347,83,843,338,51
102,333,296,1357,84,935,233,62
191,413,336,99,85,936,110,98
8,414,334,14,33,998,1888,97
184,460,330,2028,86,1022,260,7
183,712,326,27,318,1025,1392,1
1,849,320,31,1151,1368,671,616
47,888,397,1849,261,1401,1117,1006
573,1498,405,275,55,1402,534,505
571,199,423,257,81,1498,42,593
2,193,517,747,80,1530,1931,1110
202,194,497,254,643,1630,176,205
3,241,550,221,127,1697,402,439
440,33,473,1102,105,1701,1875,438
20,5,77,975,107,1702,900,75
295,4,348,1058,184,1703,915,30
192,3,409,1,1577,1704,1287,6
21,2,413,686,190,1921,454,319
186,1,293,704,191,10,946,658
185,242,263,695,1514,22,604,908
184,34,305,2,278,26,476,481
258,6,301,3,51,30,663,177
404,5,298,707,11,36,1164,64
170,4,150,786,1,37,410,1102
46,3,157,141,2,41,887,61
572,2,655,1004,1003,42,583,72
570,1,12,1029,131,45,605,68
1,35,15,14,145,60,689,102
203,7,260,1914,6,62,98,644
2,6,84,16,8,66,738,83
439,5,1297,19,50,71,763,100
296,4,68,1897,43,85,476,1000
193,3,61,1899,10,183,248,32
20,2,907,67,1150,207,1520,1101
187,1,145,53,13,233,1405,8
186,36,610,1,18,246,1168,96
185,8,190,76,20,267,643,77
257,7,49,3,22,280,310,58
403,6,316,410,25,318,740,97
171,5,317,630,27,336,178,116
208,4,51,632,29,343,239,117
449,3,87,411,974,355,1302,88
1,2,44,1731,45,357,19,66
106,1,41,1788,1122,369,300,106
194,37,23,174,47,377,770,607
188,9,99,177,45,391,1549,19
386,8,785,151,807,393,1078,1003
204,7,266,147,242,394,1938,596
247,6,238,145,244,405,567,1107
203,5,993,146,245,406,740,604
493,4,994,142,269,412,448,131
94,3,617,45,248,420,744,1069
494,2,620,46,83,423,292,1033
495,1,162,616,251,429,1020,1072
496,38,156,362,84,432,1738,1080
165,10,1298,365,86,459,2010,3
47,9,627,1939,92,461,1922,27
46,8,1299,553,95,462,1289,568
115,7,466,618,1233,476,1749,480
163,6,1300,141,1170,493,29,448
202,5,651,1,1171,499,1895,268
201,4,447,1420,102,541,1212,1038
17,3,855,1406,314,548,745,474
263,2,368,1421,190,556,1984,329
298,1,666,629,237,557,931,964
262,39,223,386,277,562,169,420
36,11,313,298,286,564,623,330
194,10,182,626,82,587,424,5
193,9,3,377,103,594,1872,1035
192,8,822,578,130,596,465,120
191,7,208,2046,1,678,2014,11
56,6,144,2049,120,733,513,1042
286,5,598,133,280,767,1752,512
248,4,202,132,1003,797,273,25
151,3,591,134,9,808,428,1040
150,2,1011,291,1149,832,1420,53
149,1,1285,168,35,850,808,182
148,40,773,186,204,892,1086,942
51,12,440,167,62,913,1392,56
168,11,278,163,290,987,859,1031
596,10,1290,185,806,1180,2018,657
237,9,248,136,241,1181,751,41
236,8,72,183,243,1182,1038,225
189,7,47,42,36,1183,479,1046
188,6,13,359,244,1184,1996,665
109,5,980,649,270,1248,1453,404
235,4,636,1998,84,1289,2002,1041
30,3,1020,1940,174,1304,1046,984
245,2,599,1304,125,1355,823,7
185,1,226,62,1002,1356,1262,8
173,41,981,1967,298,1533,1805,823
178,13,982,1964,22,1560,1182,269
1,12,98,1968,7,1766,627,583
608,11,174,1959,6,1916,2005,192
87,10,936,1422,218,1917,1203,1008
114,9,168,1423,258,1918,1439,972
109,8,689,1927,121,1919,542,19
389,7,1205,1620,65,2,536,683
456,6,1206,1400,67,5,1454,58
189,5,1207,1398,69,7,1037,400
607,4,1291,1619,70,18,26,88
86,3,1208,353,74,23,1125,931
110,2,986,335,81,32,1617,997
455,1,1286,576,113,42,883,751
171,252,1250,825,146,43,272,410
616,65,615,1708,83,46,937,576
22,42,1287,299,84,49,1257,843
23,14,866,202,85,53,1058,697
24,13,868,54,91,54,1100,569
25,12,869,1723,252,57,1601,509
112,11,870,591,136,58,650,722
189,10,264,1999,138,68,409,141
260,9,4,2009,140,72,680,694
652,8,1288,1992,144,75,98,815
653,7,16,2002,291,78,1040,507
618,6,669,2039,1232,79,655,446
187,5,137,315,18,82,1193,419
186,4,462,678,12,86,1331,387
185,3,639,1391,5,96,717,920
184,2,1141,1779,1084,101,251,866
183,1,643,1394,1169,107,163,867
8,253,947,229,1170,112,336,868
39,236,444,336,103,122,522,1027
411,231,852,626,313,130,21,485
50,230,365,217,191,142,1072,340
111,16,663,159,236,176,1001,953
412,15,226,83,276,188,724,409
413,67,316,411,285,201,1251,341
414,84,185,79,83,212,1249,16
162,189,172,363,104,215,871,1024
1,1975,819,280,129,326,158,131
2,254,205,41,53,337,459,8
3,232,147,38,119,351,65,1031
4,168,83,39,279,359,281,523
5,110,76,40,1002,363,573,14
209,109,595,42,4,369,544,11
208,3,205,7,6,379,797,28
6,5,64,135,8,381,236,1029
1,7,56,113,1148,403,1395,64
2,8,588,477,11,417,329,24
3,29,1008,340,36,426,144,193
1,843,1282,61,27,461,1373,931
7,844,770,351,205,760,830,16
8,855,437,316,61,797,1229,67
9,858,281,1209,291,856,540,1020
10,255,1287,159,805,857,186,668
11,233,245,1214,240,864,43,30
179,169,69,1642,242,869,423,236
186,1,50,413,37,937,493,1035
94,2,16,292,243,1068,900,676
7,4,977,296,271,1096,745,393
107,6,633,424,85,1097,1226,1030
108,7,1017,219,175,1119,1049,973
33,28,596,1083,126,1138,726,4
1,842,223,1215,1001,1161,134,3
374,843,978,1322,297,1196,87,812
215,854,979,1102,23,1366,831,280
377,256,101,1100,8,1370,414,572
595,234,177,1321,7,1371,649,203
108,170,933,48,219,1372,1459,997
109,2,171,741,257,1376,48,961
79,1,686,742,122,1377,1335,8
116,1,1202,55,64,1378,502,672
208,3,1203,37,66,1634,994,69
478,5,1204,278,68,1694,260,389
257,6,1288,527,69,1732,895,99
204,853,1205,1698,73,1733,195,920
198,171,983,34,80,1734,1212,986
197,2,1283,154,114,1735,204,740
196,1873,1247,359,147,1736,758,399
155,172,612,1018,82,1737,552,565
134,4,1284,56,83,1738,353,832
188,3,863,421,84,1794,935,686
32,2,865,1257,90,1874,1,558
373,1,866,11,251,1903,219,498
216,1,867,1167,135,1905,682,711
376,174,261,1288,137,5,1089,130
9,6,7,1284,139,8,934,683
8,5,1285,1156,143,9,1415,804
77,4,19,48,290,20,446,496
212,3,666,2062,1231,24,277,435
211,2,134,1579,19,28,823,408
117,1,459,1092,13,29,1213,376
278,247,636,1207,6,32,875,909
209,165,1138,1087,1083,35,292,855
477,164,640,1097,1168,36,1282,856
258,117,944,1118,1169,39,1002,857
205,116,144,122,1195,45,118,97
200,115,118,125,12,49,242,445
247,114,269,132,1312,68,324,696
246,1,1035,130,1422,69,58,705
199,457,122,115,465,72,9,17
198,462,199,121,281,82,25,37
197,463,195,131,134,83,246,20
245,254,225,114,466,87,336,286
196,168,50,124,290,96,606,108
360,167,54,1147,85,100,346,681
97,166,540,1148,241,108,1199,11
200,7,44,1145,34,109,521,410
11,8,184,1200,1,114,897,8
135,160,6,1159,79,118,1124,52
313,288,915,23,244,142,818,25
179,169,66,19,298,147,1101,7
109,168,42,220,355,158,306,13
139,167,46,244,359,177,540,32
138,117,419,92,1340,181,129,33
137,1,2,81,366,183,391,2
364,5,16,1612,368,192,897,39
183,289,59,80,1345,197,1318,244
136,170,29,1536,1413,208,313,30
190,169,240,52,55,209,191,135
5,168,541,39,1302,214,190,14
191,118,67,1592,263,216,352,181
6,4,518,353,1266,228,345,314
301,175,83,232,556,229,752,119
302,174,180,236,79,238,597,15
145,171,152,768,21,244,610,5
303,170,30,295,1404,253,1045,149
147,169,191,542,70,309,614,185
416,167,193,218,80,339,112,184
158,113,155,467,81,372,1043,94
314,5,157,350,82,400,567,88
218,452,161,84,30,401,305,691
217,453,165,1638,83,431,47,999
417,454,171,179,294,435,164,209
418,455,19,344,1375,441,1120,833
306,456,1003,329,1376,456,659,10
4,458,24,65,1382,462,422,775
203,176,1341,59,408,486,486,816
202,175,402,958,64,488,700,230
193,172,163,292,1323,652,1068,444
435,171,133,233,21,669,121,160
248,170,280,1651,72,674,91,688
247,168,60,1634,168,711,673,828
136,114,91,1644,1337,779,269,1020
135,6,738,1686,447,780,1143,74
378,1,206,43,83,781,422,282
124,451,1044,320,369,801,560,23
193,452,17,448,596,833,137,182
308,454,112,447,598,840,176,854
248,455,143,233,464,978,717,964
206,457,146,1705,1319,985,365,4
253,294,904,1570,1256,1018,1224,57
252,257,153,1567,253,1020,601,821
4,256,762,1571,19,1021,46,308
30,245,1059,1562,12,1022,1424,304
31,244,700,1599,322,1025,237,284
32,243,349,98,916,1090,676,442
205,242,1255,194,188,1160,69,441
204,173,265,1606,160,1166,95,519
251,172,124,1613,11,1167,177,434
202,171,263,1611,1311,1585,205,685
354,169,1029,1596,1421,1586,156,716
91,117,128,1602,464,1587,172,6
162,47,205,1612,280,3,99,26
273,107,219,1595,133,5,483,275
5,431,56,1605,465,16,459,97
129,119,534,82,86,21,612,670
2,6,50,31,240,30,414,421
185,1,190,46,33,40,328,19
124,2,909,5,80,41,265,36
192,1,72,1243,243,44,1082,43
603,153,40,9,354,47,600,44
285,272,10,184,365,51,501,13
218,121,53,181,367,52,773,28
283,273,35,8,1344,55,630,233
105,122,234,169,1412,56,635,41
255,9,535,32,56,66,772,124
150,3,61,25,1301,70,725,25
206,2,512,6,262,76,74,170
205,1,89,50,1265,77,351,303
502,975,174,580,555,80,144,108
261,274,146,30,78,84,354,26
259,123,36,279,20,94,1509,16
242,10,185,132,1403,99,94,138
241,9,187,77,71,105,86,174
15,8,149,26,79,110,679,173
16,4,151,1212,80,120,1496,83
163,3,155,22,81,128,186,77
274,2,159,219,29,140,92,1010
55,1,165,220,82,174,964,198
196,2020,13,227,1374,186,1856,844
525,124,997,194,1375,199,1615,21
526,11,18,215,1381,210,87,786
321,10,1335,212,407,213,359,827
306,9,396,39,63,324,216,219
595,5,169,200,1322,335,221,433
85,4,127,1,22,349,1186,149
207,3,274,369,71,357,322,677
206,2,54,325,167,361,159,839
325,1,85,56,1336,367,311,1031
326,425,732,127,446,377,751,63
327,125,200,138,84,379,1271,271
328,12,1038,25,368,401,340,34
329,11,11,81,595,415,63,171
98,10,106,167,597,424,689,865
192,6,137,514,463,457,165,975
3,5,140,1,1318,459,768,7
197,4,898,248,1255,758,1923,46
524,3,147,135,252,854,1185,832
525,2,756,563,20,855,240,297
196,1,1053,548,13,862,1539,293
295,277,694,284,321,867,1302,273
1,126,343,567,915,935,1585,431
2,13,1249,322,187,1018,386,430
195,7,259,51,159,1066,593,508
26,6,625,1289,304,1094,1410,309
27,5,633,55,958,1095,272,232
28,4,458,1546,973,1117,449,27
209,3,486,1549,974,1136,1052,20
206,2,345,367,125,1194,187,529
190,1,146,52,95,1238,254,1013
1,127,648,4,92,1364,23,438
323,14,654,76,57,1368,682,437
107,13,659,325,2,1369,1837,235
139,12,487,119,100,1370,284,19
314,8,143,82,49,1374,1123,17
182,7,138,215,4,1375,472,759
20,6,131,94,1144,1376,65,51
166,5,123,98,7,1632,220,1018
255,4,488,80,372,1692,705,75
167,3,120,329,1093,1730,1860,13
105,2,233,545,1096,1731,1393,105
168,1,230,546,1098,1732,1580,92
108,279,82,197,1099,1733,331,90
6,128,492,14,247,1734,333,67
190,15,489,286,319,1735,1528,63
189,14,490,9,371,1736,455,33
194,13,89,16,1314,1792,157,66
99,9,7,17,19,1872,237,688
289,8,675,14,21,1901,1637,7
152,7,77,37,23,1903,485,33
267,6,678,55,998,7,614,34
194,5,122,44,955,16,94,5
146,4,19,43,65,30,1803,3
521,3,262,15,53,39,676,31
522,2,172,549,51,43,12,690
85,1,167,332,31,50,1530,64
242,280,165,986,212,76,389,570
1,129,161,1471,209,80,1097,379
2,16,31,1450,207,81,1159,528
293,15,52,1225,295,86,250,527
5,14,217,1005,292,101,1168,526
292,10,56,1003,290,122,751,297
291,9,19,1224,288,127,312,357
290,8,24,181,286,138,597,78
3,7,27,430,150,144,558,2
4,6,64,47,142,149,180,37
5,5,32,381,135,163,1605,28
6,4,451,366,132,174,174,679
2,3,498,102,1081,177,63,19
7,2,499,96,801,181,971,479
8,1,328,283,288,190,1045,478
9,281,20,795,997,203,517,1024
10,130,152,870,293,216,1711,1019
11,17,37,1,109,217,1495,15
168,11,708,2065,111,236,470,2
279,10,63,1421,19,264,324,14
105,9,67,1591,12,268,1752,461
130,8,69,1638,230,279,927,1
197,7,500,1622,92,284,863,667
431,6,501,1875,219,310,1167,5
73,5,716,88,1039,335,426,8
76,4,94,166,435,336,873,294
304,3,724,73,126,366,831,80
415,2,346,110,187,368,1058,640
416,1,732,27,2,384,759,655
305,282,738,24,142,401,136,615
306,131,609,28,1227,424,419,301
307,18,351,19,17,453,959,821
142,12,744,2124,231,465,889,57
417,11,749,1605,244,528,571,445
418,10,503,1115,246,562,1318,780
414,9,217,1932,255,569,842,779
70,8,719,1641,257,589,211,867
69,7,723,1741,1164,593,971,458
131,6,618,1738,302,594,12,292
68,5,626,624,956,595,975,249
432,4,451,760,92,601,1262,44
411,3,338,1698,123,655,70,37
92,2,153,1221,192,711,512,512
433,1,641,1,97,753,1056,996
393,311,647,401,94,776,1457,259
218,309,652,104,92,780,868,729
120,306,150,115,343,792,71,252
121,305,145,243,59,837,454,58
122,304,138,410,102,850,1912,36
123,283,130,498,51,980,1120,742
308,277,127,629,2,982,351,68
434,222,240,182,1142,990,109,1001
250,220,237,339,5,1089,934,92
212,215,89,425,250,1091,116,4
211,214,616,330,370,1141,362,707
132,213,485,220,1091,1159,860,509
126,212,482,29,1094,1160,2015,122
232,21,483,354,1096,1237,1277,109
248,152,64,519,1097,1324,1835,107
247,230,96,543,249,1603,1482,84
246,670,668,554,321,1604,767,80
209,289,84,402,17,1613,401,50
8,288,671,105,19,1630,188,83
378,287,129,116,21,1720,1127,16
435,286,12,244,996,1837,602,17
196,285,65,411,953,1873,856,12
425,284,255,499,925,1906,64,14
9,223,179,630,994,1907,705,14
426,221,174,340,576,1908,122,162
528,1,172,426,978,1909,940,156
228,20,168,329,67,16,694,706
227,151,24,221,55,17,196,13
521,153,45,28,53,21,959,81
410,154,26,355,40,32,221,929
12,229,17,520,33,36,779,587
308,311,20,544,214,43,426,396
218,280,71,555,211,47,289,511
217,279,25,95,209,53,497,510
216,238,61,554,297,57,606,509
215,237,54,255,294,63,666,374
123,235,212,195,292,69,518,95
53,226,55,182,290,71,338,15
213,225,874,23,288,83,406,54
212,224,450,234,152,85,1845,45
529,222,876,4,144,86,273,696
327,221,491,502,137,91,2015,344
146,2,492,1642,134,112,590,354
530,1,879,247,799,124,1721,2
531,98,321,100,433,149,1702,351
532,102,202,2,432,160,1795,342
203,166,13,138,286,161,1577,361
202,653,145,104,995,167,1315,496
146,654,30,1246,291,238,1458,495
145,655,163,401,107,241,61,213
194,656,701,2,109,251,215,1007
193,671,883,3,21,283,934,1002
95,291,885,650,727,301,287,266
296,290,56,507,14,302,796,32
295,289,889,1301,143,308,143,19
294,288,894,1247,232,347,94,31
1,287,60,1324,90,359,1905,18
2,225,62,206,221,382,869,650
3,223,493,340,125,397,452,22
262,3,494,1214,127,400,804,522
261,2,709,4,130,401,1633,593
213,18,101,111,138,417,1295,25
268,30,24,1,437,418,1702,520
260,227,101,1244,128,428,1673,521
249,368,339,403,700,448,154,522
145,226,725,1,276,450,1149,524
147,224,731,652,185,451,72,311
146,110,602,509,413,516,1011,178
195,4,344,1299,412,524,72,73
194,3,737,1245,410,551,309,97
94,1,742,1322,409,552,2120,623
297,17,429,208,4,581,1084,672
296,316,496,342,922,603,667,632
295,314,210,1212,1225,604,1019,454
1,311,3,2,19,605,1848,318
2,310,8,113,229,609,1510,804
263,309,15,3,242,615,1917,462
262,293,22,939,244,622,1802,763
214,292,19,1243,253,760,524,762
269,291,712,404,255,792,995,850
261,290,716,653,1162,847,1221,475
250,289,800,510,72,884,138,1093
144,288,659,1298,70,939,1077,1005
283,282,667,1244,1140,944,840,992
148,241,647,1321,3,982,971,1051
147,240,626,209,4,983,65,1084
196,227,697,343,251,984,482,985
195,225,654,1211,323,985,130,984
93,5,651,1,15,986,699,1013
298,4,646,114,17,1014,361,987
297,3,599,4,19,1015,768,1173
296,2,594,938,951,1288,653,1182
1,1,588,42,89,1289,1043,1181
126,65,604,45,87,1290,1822,1144
50,118,634,485,83,1291,1247,1120
264,225,630,498,132,1292,137,1117
263,511,625,2,21,1496,701,1088
215,665,619,159,23,1508,1693,1089
270,1536,608,36,25,1545,1081,1075
262,1537,709,54,29,1780,1359,995
251,294,605,35,33,1781,1665,1564
143,293,395,31,35,2,1132,1098
149,292,689,53,158,11,2291,1128
148,291,601,4,18,21,1024,444
197,290,772,51,1160,37,1311,1321
196,289,766,143,1161,40,1083,1459
92,228,1451,1,1019,52,1797,566
299,226,763,1965,950,53,29,1088
298,6,141,1951,942,55,144,936
297,5,265,1897,1089,58,381,88
127,4,103,1974,1137,63,2192,46
49,3,146,318,224,84,1173,108
265,2,678,307,1125,93,653,109
264,1,149,55,1123,100,1884,1062
216,5,201,60,130,104,1027,80
271,6,206,52,1121,112,1388,80
263,1,212,278,1229,114,1235,89
252,7,196,1467,1227,116,1896,88
142,2,166,239,1223,129,1900,51
1299,1,170,579,1272,132,1389,27
68,6,175,462,1119,143,1641,24
69,321,181,70,1117,144,1535,5
322,320,192,107,1115,148,1193,4
175,8,1005,62,1111,158,99,18
70,3,274,1682,1107,166,1853,94
294,2,292,907,851,169,944,94
1366,1,55,908,1072,180,2231,121
216,5,51,221,1070,208,1398,685
180,322,44,203,8,212,1890,359
9,321,37,444,866,220,1156,358
209,9,30,693,62,221,1,357
97,4,23,310,9,240,739,356
258,3,20,145,10,272,181,355
162,2,13,200,11,306,2108,354
140,1,67,167,12,329,1530,270
370,4,24,106,13,330,930,275
510,10,28,121,14,357,534,632
177,5,34,78,16,399,1373,197
85,4,1540,40,17,423,342,5
427,3,1541,43,18,429,1121,35
204,2,1542,483,19,432,546,763
20,1,871,496,20,458,564,704
209,3,6,157,21,473,992,401
300,11,606,34,297,480,380,296
278,6,614,52,951,501,658,245
626,5,439,33,87,502,964,40
622,4,165,29,121,600,431,33
623,3,629,51,118,607,1590,516
624,2,635,2,118,679,323,1000
589,1,640,49,64,751,610,725
216,2,162,141,365,809,382,248
215,12,157,3,361,928,1096,703
214,7,150,1963,364,1040,672,77
213,6,142,1949,12,1064,557,32
212,5,139,1895,14,1065,320,118
178,4,252,1972,16,1069,1491,697
11,3,249,316,991,1338,472,64
309,2,101,305,92,1339,48,701
304,1,96,53,90,1340,1183,20
303,1,473,58,86,1341,326,21
302,324,470,50,135,1342,687,8
301,243,471,276,18,1343,534,10
625,250,174,237,20,1344,1199,168
177,252,17,577,22,1345,688,177
12,1300,176,460,26,1446,940,176
252,14,862,72,30,1532,834,139
251,9,108,105,362,1533,492,115
250,8,243,1439,363,1534,1298,112
249,7,216,1435,72,1535,689,83
248,6,236,1432,60,1536,422,84
30,5,38,1430,58,1658,364,70
239,4,5,1379,56,1846,61,698
1,3,8,1732,38,1872,955,696
2,2,83,1711,219,1901,1017,392
228,15,60,60,216,1902,602,515
227,10,65,1680,214,1903,1152,514
226,9,71,905,302,3,243,513
271,8,55,906,299,8,1530,91
270,7,25,219,297,9,697,11
14,6,29,201,295,19,1189,50
220,5,34,442,293,23,455,41
218,4,40,691,149,24,700,692
217,3,51,308,142,28,38,6
216,1,235,143,139,30,520,71
215,16,234,198,229,31,1407,492
214,11,890,17,794,34,1396,491
213,10,894,23,231,40,376,82
574,9,656,16,232,44,846,63
296,8,309,165,281,50,829,43
339,7,214,104,990,53,229,1011
148,6,1,119,286,58,167,1006
304,5,133,20,102,60,1371,270
130,4,18,80,104,64,672,28
627,2,689,6,383,68,38,15
11,1,871,9,384,77,741,27
10,17,873,449,26,79,166,14
9,12,877,462,386,91,944,654
8,11,882,18,19,103,278,18
167,10,44,1,138,104,584,21
272,9,48,5,237,109,51,227
224,8,50,17,85,113,1210,973
282,7,481,32,226,125,57,524
222,6,482,15,120,135,230,525
334,5,697,107,122,137,2,937
71,3,287,282,125,142,92,526
221,2,1042,271,133,163,428,528
182,1,1043,19,133,175,803,746
209,13,113,24,180,184,54,307
214,12,327,16,107,207,307,93
1,11,713,242,9,209,154,627
2,10,719,203,335,211,819,717
3,9,590,543,1220,220,308,718
4,8,332,426,24,223,560,314
5,7,194,71,224,225,112,808
6,6,725,26,237,240,982,458
21,4,730,1646,239,251,772,767
7,3,198,871,248,256,137,766
201,2,320,872,250,257,1150,854
237,1,700,185,1045,261,317,471
236,309,704,167,1157,280,809,612
8,308,190,408,840,295,75,122
233,287,164,657,957,324,1080,322
227,241,137,274,909,330,342,942
274,236,698,109,186,361,900,53
273,235,703,164,74,390,1027,46
17,151,124,70,65,470,151,621
9,345,120,85,82,618,547,72
10,350,743,510,10,621,523,42
11,1,154,12,81,679,316,783
226,10,149,9,109,751,463,836
225,2,142,431,1306,757,112,345
224,1,134,444,104,790,1222,45
272,9,131,19,55,797,306,75
223,3,244,23,50,834,227,55
26,2,615,1,11,882,932,158
216,1,179,50,13,974,335,117
1,8,34,3,291,1068,48,19
2,4,100,89,283,1078,276,944
11,3,299,477,15,1286,512,859
22,2,375,264,947,1287,186,890
233,1,46,253,92,1288,706,7
18,5,15,1,90,1289,525,8
8,4,67,6,84,1290,332,482
9,3,679,2,919,1465,29,967
10,2,682,224,988,1548,124,21
227,1,687,185,200,1600,541,5
226,6,30,525,911,1601,30,160
224,5,13,408,940,1773,282,161
27,4,1014,53,570,1789,166,151
217,3,792,380,972,11,684,171
1,2,16,8,93,16,1260,165
23,1,21,1628,91,25,494,823
11,219,472,853,87,35,415,11
234,218,473,854,136,36,872,44
231,7,474,167,17,39,39,715
230,6,65,149,19,42,531,4
19,5,58,390,21,46,203,181
7,4,771,639,25,47,1358,190
8,3,129,256,29,50,620,189
9,2,173,91,72,51,1178,152
228,1,216,146,105,61,749,128
227,4,59,113,1049,65,171,125
28,7,68,52,274,68,429,96
217,6,73,67,77,71,825,97
24,5,79,322,272,72,613,83
235,4,63,246,71,75,336,157
232,3,33,492,70,79,245,10
11,2,37,102,1027,89,1513,210
277,1,42,7,225,94,622,679
276,3,48,10,220,100,157,113
20,8,59,450,963,105,418,24
6,7,91,463,217,115,1528,63
7,6,145,210,51,123,480,54
8,5,111,411,215,135,927,705
229,4,208,4,303,169,533,948
228,3,125,18,300,181,626,15
275,2,27,31,298,194,641,281
226,1,957,16,296,205,354,370
29,9,280,108,294,208,582,222
219,8,22,283,793,319,492,998
148,7,3,272,234,330,1012,679
88,6,24,20,237,344,219,993
162,5,647,25,240,352,638,223
161,4,317,17,87,356,277,332
269,3,256,243,980,362,430,2
151,2,133,204,88,372,235,882
58,1,9,544,982,374,276,41
1,343,26,427,439,396,24,436
354,330,159,72,438,410,472,28
1,315,160,1647,104,419,188,40
425,314,998,872,989,454,721,27
248,313,469,873,284,753,566,207
426,308,52,186,269,849,267,829
427,307,56,168,27,850,225,49
245,305,58,409,24,857,509,31
373,264,761,658,1016,862,1664,300
150,263,489,275,238,930,926,408
243,257,490,110,227,1061,1484,34
242,219,1028,165,14,1089,443,939
2,184,674,132,241,1090,135,963
239,183,677,71,243,1112,735,971
192,182,39,86,109,1131,1131,432
237,178,66,511,174,1154,61,758
236,177,28,11,179,1189,89,320
235,167,97,14,275,1359,690,187
234,166,854,454,916,1363,115,82
416,17,1032,467,1219,1364,995,546
270,63,1033,22,169,1365,1159,351
329,122,1034,27,41,1371,108,473
195,229,1036,20,25,1627,179,458
174,252,1037,112,168,1687,49,593
194,253,1002,287,225,1725,41,192
193,637,369,276,1212,1726,479,329
192,2069,1038,1373,1213,1727,436,327
191,316,23,1368,1214,1728,24,630
280,270,708,24,1215,1729,752,467
279,15,986,29,21,1730,105,396
105,16,712,21,7,1731,256,681
230,814,644,247,30,1787,103,762
268,344,573,208,99,1867,768,21
267,317,64,548,141,1896,257,14
266,313,11,427,124,1898,664,136
229,302,527,431,106,4,509,254
228,271,522,559,111,6,990,684
284,225,515,76,113,8,61,510
188,211,507,100,258,9,957,482
187,48,504,31,1104,18,1033,13
32,1,614,1651,69,22,721,918
221,1,86,1394,71,25,750,101
2,3,108,876,118,29,188,942
524,14,648,877,73,34,1099,867
249,15,194,190,43,37,266,19
425,112,473,172,2,39,758,20
426,312,342,413,4,42,24,23
372,261,463,662,6,46,1131,126
151,174,346,279,85,52,393,976
244,173,257,114,108,65,951,39
243,2,1,169,7,68,976,40
1,117,367,129,9,71,1080,75
240,118,2,149,907,72,1032,21
415,635,327,134,968,75,747,36
271,791,306,130,338,79,510,112
330,324,403,136,904,82,398,214
143,323,360,75,956,89,202,11
33,322,502,90,329,93,598,87
195,321,432,1153,276,102,788,81
194,320,449,515,29,103,472,42
193,319,233,38,65,107,19,373
192,261,293,41,370,118,798,8
233,257,254,481,43,135,223,1015
